"unidade";"equipe";"cd_grupo_cid";"nm_grupo_cid";"consultas"
"CS MONTE SERRAT";"120";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"54"
"CS MONTE SERRAT";"120";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"46"
"CS MONTE SERRAT";"121";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"702"
"CS MONTE SERRAT";"121";"I10-I15";"DOENÇAS HIPERTENSIVAS";"648"
"CS MONTE SERRAT";"121";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"487"
"CS MONTE SERRAT";"121";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"212"
"CS MONTE SERRAT";"121";"R50-R69";"SINTOMAS E SINAIS GERAIS";"212"
"CS MONTE SERRAT";"121";"E10-E14";"DIABETES MELLITUS";"135"
"CS MONTE SERRAT";"121";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"120"
"CS MONTE SERRAT";"121";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"110"
"CS MONTE SERRAT";"121";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"100"
"CS MONTE SERRAT";"121";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"90"
"CS MONTE SERRAT";"122";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"549"
"CS MONTE SERRAT";"122";"I10-I15";"DOENÇAS HIPERTENSIVAS";"500"
"CS MONTE SERRAT";"122";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"252"
"CS MONTE SERRAT";"122";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"233"
"CS MONTE SERRAT";"122";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"141"
"CS MONTE SERRAT";"122";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"132"
"CS MONTE SERRAT";"122";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"115"
"CS MONTE SERRAT";"122";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"104"
"CS MONTE SERRAT";"122";"B20-B24";"DOENÇAS PELO VÍRUS DA IMUNODEFICIÊNCIA HUMANA [HIV]";"101"
"CS MONTE SERRAT";"122";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"87"
"CS MORRO DAS PEDRAS";"250";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"860"
"CS MORRO DAS PEDRAS";"250";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"538"
"CS MORRO DAS PEDRAS";"250";"I10-I15";"DOENÇAS HIPERTENSIVAS";"337"
"CS MORRO DAS PEDRAS";"250";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"122"
"CS MORRO DAS PEDRAS";"250";"E10-E14";"DIABETES MELLITUS";"88"
"CS MORRO DAS PEDRAS";"250";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"62"
"CS MORRO DAS PEDRAS";"250";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"41"
"CS MORRO DAS PEDRAS";"250";"J40-J47";"DOENÇAS CRÔNICAS DAS VIAS AÉREAS INFERIORES";"41"
"CS MORRO DAS PEDRAS";"250";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"40"
"CS MORRO DAS PEDRAS";"250";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"38"
"CS MORRO DAS PEDRAS";"251";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1410"
"CS MORRO DAS PEDRAS";"251";"I10-I15";"DOENÇAS HIPERTENSIVAS";"305"
"CS MORRO DAS PEDRAS";"251";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"268"
"CS MORRO DAS PEDRAS";"251";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"233"
"CS MORRO DAS PEDRAS";"251";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"155"
"CS MORRO DAS PEDRAS";"251";"E10-E14";"DIABETES MELLITUS";"137"
"CS MORRO DAS PEDRAS";"251";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"129"
"CS MORRO DAS PEDRAS";"251";"R50-R69";"SINTOMAS E SINAIS GERAIS";"89"
"CS MORRO DAS PEDRAS";"251";"M50-M54";"OUTRAS DORSOPATIAS";"68"
"CS MORRO DAS PEDRAS";"251";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"61"
"CS MORRO DAS PEDRAS";"252";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"831"
"CS MORRO DAS PEDRAS";"252";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"715"
"CS MORRO DAS PEDRAS";"252";"I10-I15";"DOENÇAS HIPERTENSIVAS";"143"
"CS MORRO DAS PEDRAS";"252";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"105"
"CS MORRO DAS PEDRAS";"252";"E10-E14";"DIABETES MELLITUS";"88"
"CS MORRO DAS PEDRAS";"252";"R50-R69";"SINTOMAS E SINAIS GERAIS";"79"
"CS MORRO DAS PEDRAS";"252";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"78"
"CS MORRO DAS PEDRAS";"252";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"55"
"CS MORRO DAS PEDRAS";"252";"M50-M54";"OUTRAS DORSOPATIAS";"52"
"CS MORRO DAS PEDRAS";"252";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"46"
"CS NOVO CONTINENTE";"100";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"896"
"CS NOVO CONTINENTE";"100";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"774"
"CS NOVO CONTINENTE";"100";"I10-I15";"DOENÇAS HIPERTENSIVAS";"387"
"CS NOVO CONTINENTE";"100";"E10-E14";"DIABETES MELLITUS";"241"
"CS NOVO CONTINENTE";"100";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"177"
"CS NOVO CONTINENTE";"100";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"166"
"CS NOVO CONTINENTE";"100";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"137"
"CS NOVO CONTINENTE";"100";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"130"
"CS NOVO CONTINENTE";"100";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"125"
"CS NOVO CONTINENTE";"100";"R50-R69";"SINTOMAS E SINAIS GERAIS";"124"
"CS NOVO CONTINENTE";"101";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1276"
"CS NOVO CONTINENTE";"101";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"719"
"CS NOVO CONTINENTE";"101";"I10-I15";"DOENÇAS HIPERTENSIVAS";"368"
"CS NOVO CONTINENTE";"101";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"169"
"CS NOVO CONTINENTE";"101";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"99"
"CS NOVO CONTINENTE";"101";"R50-R69";"SINTOMAS E SINAIS GERAIS";"98"
"CS NOVO CONTINENTE";"101";"E10-E14";"DIABETES MELLITUS";"85"
"CS NOVO CONTINENTE";"101";"M50-M54";"OUTRAS DORSOPATIAS";"79"
"CS NOVO CONTINENTE";"101";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"75"
"CS NOVO CONTINENTE";"101";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"73"
"CS NOVO CONTINENTE";"102";"I10-I15";"DOENÇAS HIPERTENSIVAS";"501"
"CS NOVO CONTINENTE";"102";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"458"
"CS NOVO CONTINENTE";"102";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"439"
"CS NOVO CONTINENTE";"102";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"313"
"CS NOVO CONTINENTE";"102";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"236"
"CS NOVO CONTINENTE";"102";"E10-E14";"DIABETES MELLITUS";"188"
"CS NOVO CONTINENTE";"102";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"183"
"CS NOVO CONTINENTE";"102";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"173"
"CS NOVO CONTINENTE";"102";"R50-R69";"SINTOMAS E SINAIS GERAIS";"128"
"CS NOVO CONTINENTE";"102";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"118"
"CS PANTANAL";"160";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"847"
"CS PANTANAL";"160";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"820"
"CS PANTANAL";"160";"I10-I15";"DOENÇAS HIPERTENSIVAS";"551"
"CS PANTANAL";"160";"E10-E14";"DIABETES MELLITUS";"299"
"CS PANTANAL";"160";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"273"
"CS PANTANAL";"160";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"241"
"CS PANTANAL";"160";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"188"
"CS PANTANAL";"160";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"159"
"CS PANTANAL";"160";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"127"
"CS PANTANAL";"160";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"114"
"CS PANTANAL";"161";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1124"
"CS PANTANAL";"161";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"658"
"CS PANTANAL";"161";"I10-I15";"DOENÇAS HIPERTENSIVAS";"397"
"CS PANTANAL";"161";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"258"
"CS PANTANAL";"161";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"231"
"CS PANTANAL";"161";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"230"
"CS PANTANAL";"161";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"179"
"CS PANTANAL";"161";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"163"
"CS PANTANAL";"161";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"162"
"CS PANTANAL";"161";"M50-M54";"OUTRAS DORSOPATIAS";"160"
"CS PANTANAL";"162";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1149"
"CS PANTANAL";"162";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"280"
"CS PANTANAL";"162";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"270"
"CS PANTANAL";"162";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"179"
"CS PANTANAL";"162";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"126"
"CS PANTANAL";"162";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"124"
"CS PANTANAL";"162";"I10-I15";"DOENÇAS HIPERTENSIVAS";"124"
"CS PANTANAL";"162";"M50-M54";"OUTRAS DORSOPATIAS";"96"
"CS PANTANAL";"162";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"96"
"CS PANTANAL";"162";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"88"
"CS PANTANO DO SUL";"230";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"887"
"CS PANTANO DO SUL";"230";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"606"
"CS PANTANO DO SUL";"230";"I10-I15";"DOENÇAS HIPERTENSIVAS";"465"
"CS PANTANO DO SUL";"230";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"220"
"CS PANTANO DO SUL";"230";"E10-E14";"DIABETES MELLITUS";"165"
"CS PANTANO DO SUL";"230";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"116"
"CS PANTANO DO SUL";"230";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"115"
"CS PANTANO DO SUL";"230";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"108"
"CS PANTANO DO SUL";"230";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"105"
"CS PANTANO DO SUL";"230";"R50-R69";"SINTOMAS E SINAIS GERAIS";"103"
"CS PANTANO DO SUL";"231";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"769"
"CS PANTANO DO SUL";"231";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"715"
"CS PANTANO DO SUL";"231";"I10-I15";"DOENÇAS HIPERTENSIVAS";"264"
"CS PANTANO DO SUL";"231";"E10-E14";"DIABETES MELLITUS";"137"
"CS PANTANO DO SUL";"231";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"133"
"CS PANTANO DO SUL";"231";"R50-R69";"SINTOMAS E SINAIS GERAIS";"96"
"CS PANTANO DO SUL";"231";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"93"
"CS PANTANO DO SUL";"231";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"87"
"CS PANTANO DO SUL";"231";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"75"
"CS PANTANO DO SUL";"231";"M50-M54";"OUTRAS DORSOPATIAS";"63"
"CS PONTA DAS CANAS";"370";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1263"
"CS PONTA DAS CANAS";"370";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"791"
"CS PONTA DAS CANAS";"370";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"289"
"CS PONTA DAS CANAS";"370";"I10-I15";"DOENÇAS HIPERTENSIVAS";"256"
"CS PONTA DAS CANAS";"370";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"178"
"CS PONTA DAS CANAS";"370";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"142"
"CS PONTA DAS CANAS";"370";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"114"
"CS PONTA DAS CANAS";"370";"M50-M54";"OUTRAS DORSOPATIAS";"111"
"CS PONTA DAS CANAS";"370";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"109"
"CS PONTA DAS CANAS";"370";"R50-R69";"SINTOMAS E SINAIS GERAIS";"102"
"CS PONTA DAS CANAS";"371";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"649"
"CS PONTA DAS CANAS";"371";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"503"
"CS PONTA DAS CANAS";"371";"I10-I15";"DOENÇAS HIPERTENSIVAS";"442"
"CS PONTA DAS CANAS";"371";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"426"
"CS PONTA DAS CANAS";"371";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"164"
"CS PONTA DAS CANAS";"371";"E10-E14";"DIABETES MELLITUS";"146"
"CS PONTA DAS CANAS";"371";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"107"
"CS PONTA DAS CANAS";"371";"R50-R69";"SINTOMAS E SINAIS GERAIS";"104"
"CS PONTA DAS CANAS";"371";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"100"
"CS PONTA DAS CANAS";"371";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"100"
"CS PRAINHA";"130";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"388"
"CS PRAINHA";"130";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"381"
"CS PRAINHA";"130";"I10-I15";"DOENÇAS HIPERTENSIVAS";"234"
"CS PRAINHA";"130";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"203"
"CS PRAINHA";"130";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"163"
"CS PRAINHA";"130";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"161"
"CS PRAINHA";"130";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"135"
"CS PRAINHA";"130";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"107"
"CS PRAINHA";"130";"M50-M54";"OUTRAS DORSOPATIAS";"91"
"CS PRAINHA";"130";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"84"
"CS PRAINHA";"131";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"385"
"CS PRAINHA";"131";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"346"
"CS PRAINHA";"131";"I10-I15";"DOENÇAS HIPERTENSIVAS";"159"
"CS PRAINHA";"131";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"100"
"CS PRAINHA";"131";"R50-R69";"SINTOMAS E SINAIS GERAIS";"80"
"CS PRAINHA";"131";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"79"
"CS PRAINHA";"131";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"74"
"CS PRAINHA";"131";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"66"
"CS PRAINHA";"131";"E10-E14";"DIABETES MELLITUS";"61"
"CS PRAINHA";"131";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"52"
"CS PRAINHA";"132";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"760"
"CS PRAINHA";"132";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"676"
"CS PRAINHA";"132";"R50-R69";"SINTOMAS E SINAIS GERAIS";"194"
"CS PRAINHA";"132";"I10-I15";"DOENÇAS HIPERTENSIVAS";"190"
"CS PRAINHA";"132";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"180"
"CS PRAINHA";"132";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"141"
"CS PRAINHA";"132";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"129"
"CS PRAINHA";"132";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"111"
"CS PRAINHA";"132";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"90"
"CS PRAINHA";"132";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"89"
"CS PRAINHA";"133";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"164"
"CS PRAINHA";"133";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"103"
"CS PRAINHA";"133";"L00-L08";"INFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"38"
"CS PRAINHA";"133";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"35"
"CS PRAINHA";"133";"F10-F19";"TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDOS AO USO DE SUBSTÂNCIA PSICOATIVA";"32"
"CS PRAINHA";"133";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"27"
"CS PRAINHA";"133";"B20-B24";"DOENÇAS PELO VÍRUS DA IMUNODEFICIÊNCIA HUMANA [HIV]";"24"
"CS PRAINHA";"133";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"22"
"CS PRAINHA";"133";"N30-N39";"OUTRAS DOENÇAS DO APARELHO URINÁRIO";"22"
"CS PRAINHA";"133";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"22"
"CS PRAINHA";"134";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"374"
"CS PRAINHA";"134";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"296"
"CS PRAINHA";"134";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"133"
"CS PRAINHA";"134";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"130"
"CS PRAINHA";"134";"I10-I15";"DOENÇAS HIPERTENSIVAS";"84"
