CD_CID;DS_CID;CD_SUBGRUPO;DS_SUBGRUPO;CD_GRUPO;DS_GRUPO;CD_CAPITULO;DS_CAPITULO
Q263;COMUNICACAO VENOSA PULMONAR ANORMAL PARCIAL;Q26;MALFORMACOES CONGEN DAS GRANDES VEIAS;Q20-Q28;MALFORMAÇÕES CONGÊNITAS DO APARELHO CIRCULATÓRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
Z088;EXAME SEGUIM APOS OUTR TRAT P/NEOPL MALIG;Z08;EXAME SEGUIM APOS TRATAMENTO P/NEOPL MALIG;Z00-Z13;PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
L52;ERITEMA NODOSO;L52;ERITEMA NODOSO;L50-L54;URTICÁRIA E ERITEMA;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
E801;PORFIRIA CUTANEA TARD;E80;DISTURBIOS METAB PORFIRINA E BILIRRUBINA;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
J398;OUTR DOENC ESPEC DAS VIAS AEREAS SUPER;J39;OUTR DOENC DAS VIAS AEREAS SUPER;J30-J39;OUTRAS DOENÇAS DAS VIAS AÉREAS SUPERIORES;10;DOENÇAS DO APARELHO RESPIRATÓRIO
C827;OUTR TIPOS DE LINFOMA NAO-HODGKIN FOLICULAR;C82;LINFOMA NAO-HODGKIN FOLICULAR;C81-C96;NEOPLASIAS [TUMORES] MALIGNAS(OS) DO TECIDO LINFÁTICO, HEMATOPOÉTICO E DE TECIDOS CORRELATOS;2;NEOPLASIAS [TUMORES]
T56;EFEITO TOXICO DE METAIS;T56;EFEITO TOXICO DE METAIS;T51-T65;EFEITOS TÓXICOS DE SUBSTÂNCIAS DE ORIGEM PREDOMINANTEMENTE NÃO MEDICINAL;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
K574;DOENC DIVERT INTEST DELG GROSSO C/PERF ABSC;K57;DOENC DIVERTICULAR DO INTESTINO;K55-K63;OUTRAS DOENÇAS DOS INTESTINOS;11;DOENÇAS DO APARELHO DIGESTIVO
S827;FRAT MULT DA PERNA;S82;FRAT DA PERNA INCL TORNOZELO;S80-S89;TRAUMATISMOS DO JOELHO E DA PERNA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
J152;PNEUMONIA DEV STAPHYLOCOCCUS;J15;PNEUMONIA BACTER NCOP;J10-J18;INFLUENZA [GRIPE] E PNEUMONIA;10;DOENÇAS DO APARELHO RESPIRATÓRIO
Y919;ENVOLV C/ALCOOL NE DE OUTR FORM;Y91;EVIDENCIA ALCOOLISMO DETERM P/NIVEL DA INTOX;Y90-Y98;FATORES SUPLEMENTARES RELACIONADOS COM AS CAUSAS DE MORBIDADE E DE MORTALIDADE CLASSIFICADOS EM UTRA PARTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
S602;CONTUSAO DE OUTR PARTES DO PUNHO E DA MAO;S60;TRAUM SUPERF DO PUNHO E DA MAO;S60-S69;TRAUMATISMOS DO PUNHO E DA MÃO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
G239;DOENC DEGENERATIVA DOS GANGLIOS DA BASE NE;G23;OUTR DOENC DEGENERATIVAS DOS GANGLIOS BASE;G20-G26;DOENÇAS EXTRAPIRAMIDAIS E TRANSTORNOS DOS MOVIMENTOS;6;DOENÇAS DO SISTEMA NERVOSO
I099;DOENC CARDIACA REUMATICA NE;I09;OUTR DOENC REUMATICAS DO CORACAO;I05-I09;DOENÇAS REUMÁTICAS CRÔNICAS DO CORAÇÃO;9;DOENÇAS DO APARELHO CIRCULATÓRIO
I238;OUTR COMPLIC ATUAIS SUBS INFART AGUD MIOCARD;I23;ALG COMPLIC ATUAIS SUBS INFARTO AGUD MIOCARD;I20-I25;DOENÇAS ISQUÊMICAS DO CORAÇÃO;9;DOENÇAS DO APARELHO CIRCULATÓRIO
L540;ERITEMA MARGINADO NA FEBRE REUMATICA AGUDA;L54;ERITEMA EM DOENC COP;L50-L54;URTICÁRIA E ERITEMA;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
X448;OUTR LOCAIS ESPEC;X44;ENVENEN ACID OUTR DROG MEDIC SUBST BIOLOG NE;X40-X49;ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO À SUBSTÂNCIAS NOCIVAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
P288;OUTR AFECCOES RESPIRAT ESPEC DO RECEM-NASC;P28;OUTR AFECCOES RESPIRAT ORIG PER PERINATAL;P20-P29;TRANSTORNOS RESPIRATÓRIOS E CARDIOVASCULARES ESPECÍFICOS DO PERÍODO PERINATAL;16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
V205;PASSAGEIRO ACID TRANS;V20;MOTOCICLISTA TRAUM COLIS PEDESTRE ANIMAL;V20-V29;MOTOCICLISTA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W003;AREA P/A PRATICA DE ESPORTES E ATLETISMO;W00;QUEDA MESMO NIVEL ENVOLV GELO E NEVE;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D698;OUTR AFECCOES HEMORRAGICAS ESPEC;D69;PURPURA E OUTR AFECCOES HEMORRAGICAS;D65-D69;DEFEITOS DA COAGULAÇÃO, PÚRPURA E OUTRAS AFECÇÕES HEMORRÁGICAS;3;DOENÇAS DO SANGUE E DOS ÓRG. HEMATOPOÉTICOS E ALGUNS TRANSTORNOS IMUNITÁRIOS
D060;ENDOCERVIX;D06;CARCINOMA IN SITU DO COLO DO UTERO;D00-D09;NEOPLASIAS [TUMORES] IN SITU;2;NEOPLASIAS [TUMORES]
Z018;OUTR EXAMES ESPECIAIS ESPEC;Z01;OUTR EXAM INVEST ESP PESS S/QUEIX DIAG RELAT;Z00-Z13;PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
S903;CONTUSAO DE OUTR PARTES E PARTES NE DO PE;S90;TRAUM SUPERF DO TORNOZELO E DO PE;S90-S99;TRAUMATISMOS DO TORNOZELO E DO PÉ;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
X044;RUA E ESTRADA;X04;EXPOSICAO COMBUSTAO SUBST MUITO INFLAMAVEL;X00-X09;EXPOSIÇÃO AO FUMO, AO FOGO E ÀS CHAMAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D102;ASSOALHO DA BOCA;D10;NEOPL BENIG DA BOCA E DA FARINGE;D10-D36;NEOPLASIAS [TUMORES] BENIGNAS(OS);2;NEOPLASIAS [TUMORES]
W161;HABITACAO COLETIVA;W16;MERG PULO AGUA CAUS OUT TRAUM N AFOG SUBMERS;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
T932;SEQUELAS DE OUTR FRAT DO MEMBRO INFER;T93;SEQUELAS DE TRAUM DO MEMBRO INFER;T90-T98;SEQÜELAS DE TRAUMATISMOS, DE INTOXICAÇÕES E DE OUTRAS CONSEQÜÊNCIAS DAS CAUSAS EXTERNAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
K900;DOENC CELIACA;K90;MA-ABSORCAO INTESTINAL;K90-K93;OUTRAS DOENÇAS DO APARELHO DIGESTIVO;11;DOENÇAS DO APARELHO DIGESTIVO
C44;OUTR NEOPL MALIG DA PELE;C44;OUTR NEOPL MALIG DA PELE;C43-C44;MELANOMA E OUTRAS(OS) NEOPLASIAS [TUMORES] MALIGNAS(OS) DA PELE;2;NEOPLASIAS [TUMORES]
R048;HEMORRAGIA DE OUTR LOCALIZ DAS VIAS RESPIRAT;R04;HEMORRAGIA DAS VIAS RESPIRAT;R00-R09;SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO;18;SINTOMAS, SINAIS E ACHADOS ANORMAIS DE EXAMES CLÍNICOS E DE LABORATÓRIO, NÃO CLASSIFICADOS
O471;FALSO TRAB PARTO 37¦ SEM COMPLETA OU DEPOIS;O47;FALSO TRABALHO DE PARTO;O30-O48;ASSISTÊNCIA PRESTADA À MÃE POR MOTIVOS LIGADOS AO FETO E À CAVIDADE AMNIÓTICA E POR POSSÍVEIS PROBLEMAS RELATIVOS AO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
S947;TRAUM DE MULT NERVOS AO NIVEL TORNOZELO E PE;S94;TRAUM DOS NERVOS AO NIVEL DO TORNOZELO E PE;S90-S99;TRAUMATISMOS DO TORNOZELO E DO PÉ;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
J121;PNEUMONIA DEV VIRUS RESPIRAT SINCICIAL;J12;PNEUMONIA VIRAL NCOP;J10-J18;INFLUENZA [GRIPE] E PNEUMONIA;10;DOENÇAS DO APARELHO RESPIRATÓRIO
M539;DORSOPATIA NE;M53;OUTR DORSOPATIAS NCOP;M50-M54;OUTRAS DORSOPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
O410;OLIGOHIDRAMNIO;O41;OUTR TRANST MEMBRANAS E LIQUIDO AMNIOTICO;O30-O48;ASSISTÊNCIA PRESTADA À MÃE POR MOTIVOS LIGADOS AO FETO E À CAVIDADE AMNIÓTICA E POR POSSÍVEIS PROBLEMAS RELATIVOS AO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
R70;VELOC HEMOSSEDIM ELEV OUTR ANORM VISC PLASM;R70;VELOC HEMOSSEDIM ELEV OUTR ANORM VISC PLASM;R70-R79;ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO;18;SINTOMAS, SINAIS E ACHADOS ANORMAIS DE EXAMES CLÍNICOS E DE LABORATÓRIO, NÃO CLASSIFICADOS
Q059;ESPINHA BIFIDA NE;Q05;ESPINHA BIFIDA;Q00-Q07;MALFORMAÇÕES CONGÊNITAS DO SISTEMA NERVOSO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
W495;AREAS DE COMERCIO E DE SERVICOS;W49;EXPOSICAO OUTR FORCAS MECAN INANIMADAS E NE;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O681;TRAB PARTO E PARTO COMPL MECONIO LIQ AMNIOT;O68;TRAB PARTO E PARTO COMPLIC SOFRIMENTO FETAL;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
Q950;TRANSLOC OU INSERCAO EQUILIBR SUJEITO NORM;Q95;REARRANJOS EQUILIBR E MARCADORES ESTRUT NCOP;Q90-Q99;ANOMALIAS CROMOSSÔMICAS NÃO CLASSIFICADAS EM OUTRA PARTE;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
A672;LESOES TARD DA PINTA;A67;PINTA;A65-A69;OUTRAS DOENÇAS POR ESPIROQUETAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
O043;INCOMPLETO C/OUTR COMPLIC OU C/COMPLIC NE;O04;ABORTO P/RAZOES MEDICAS E LEGAIS;O00-O08;GRAVIDEZ QUE TERMINA EM ABORTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
Z373;NASC GEMELAR UM NATIVIVO O OUTR NATIMORTO;Z37;RESULTADO DO PARTO;Z30-Z39;PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
C03;NEOPL MALIG DA GENGIVA;C03;NEOPL MALIG DA GENGIVA;C00-C14;NEOPLASIAS [TUMORES] MALIGNAS(OS) DO LÁBIO, CAVIDADE ORAL E FARINGE;2;NEOPLASIAS [TUMORES]
G611;NEUROPATIA SERICA;G61;POLINEUROPATIA INFLAM;G60-G64;POLINEUROPATIAS E OUTROS TRANSTORNOS DO SISTEMA NERVOSO PERIFÉRICO;6;DOENÇAS DO SISTEMA NERVOSO
T055;AMPUT TRAUM DE AMBAS AS PERNAS;T05;AMPUT TRAUM ENVOLV MULT REGIOES DO CORPO;T00-T07;TRAUMATISMOS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Z940;RIM TRANSPLANTADO;Z94;ORGAOS E TEC TRANSPLANTADOS;Z80-Z99;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM HISTÓRIA FAMILIAR E PESSOAL E ALGUMAS AFECÇÕES QUE INFLUENCIAM O ESTADO DE SAÚDE;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
O752;FEBRE DURANTE O TRABALHO DE PARTO NCOP;O75;OUTR COMPLIC DO TRAB PARTO E DO PARTO NCOP;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
W295;AREAS DE COMERCIO E DE SERVICOS;W29;CONTAT OUT UTENS MANUAIS AP DOMEST EQUIP MOT;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Q527;OUTR MALFORMACOES CONGEN DA VULVA;Q52;OUTR MALFORMACOES CONGEN ORG GENITAIS FEMIN;Q50-Q56;MALFORMAÇÕES CONGÊNITAS DOS ÓRGÃOS GENITAIS;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
C471;NERVOS PERIFERICOS MEMBROS SUPER INCL OMBRO;C47;NEOPL MALIG NERVOS PERIF E SIST NERV AUTONOM;C45-C49;NEOPLASIAS [TUMORES] MALIGNAS(OS) DO TECIDO MESOTELIAL E TECIDOS MOLES;2;NEOPLASIAS [TUMORES]
H200;IRIDOCICLITE AGUDA E SUBAGUDA;H20;IRIDOCICLITE;H15-H22;TRANSTORNOS DA ESCLERÓTICA, DA CÓRNEA, DA ÍRIS E DO CORPO CILIAR;7;DOENÇAS DO OLHO E ANEXOS
V456;PASSAGEIRO ACID TRANS;V45;OCUP AUTOMOVEL TRAUM COLIS TREM VEIC FERROV;V40-V49;OCUPANTE DE UM AUTOMÓVEL TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O421;RUPTURA PREMAT MEMBR INIC TRAB PARTO DEP 24H;O42;RUPTURA PREMATURA DE MEMBRANAS;O30-O48;ASSISTÊNCIA PRESTADA À MÃE POR MOTIVOS LIGADOS AO FETO E À CAVIDADE AMNIÓTICA E POR POSSÍVEIS PROBLEMAS RELATIVOS AO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
O320;ASSIST PREST MAE P/POSICAO FETAL INSTAVEL;O32;ASSIST PREST MAE APRES ANORM CONH SUSP FETO;O30-O48;ASSISTÊNCIA PRESTADA À MÃE POR MOTIVOS LIGADOS AO FETO E À CAVIDADE AMNIÓTICA E POR POSSÍVEIS PROBLEMAS RELATIVOS AO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
E841;FIBROSE CISTICA C/MANIFESTACOES INTESTINAIS;E84;FIBROSE CISTICA;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
Q860;SINDR FETAL ALCOOLICO;Q86;SINDR C/MALF CONG DEV CAUSAS EXOG CONH NCOP;Q80-Q89;OUTRAS MALFORMAÇÕES CONGÊNITAS;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
S453;TRAUM DE VEIA SUPERF AO NIVEL OMBRO E BRACO;S45;TRAUM DOS VASOS SANGUINEOS NIVEL OMBRO BRACO;S40-S49;TRAUMATISMOS DO OMBRO E DO BRAÇO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Y349;LOCAL NE;Y34;FATOS OU EVENTOS NE E INTENC NAO DETERMINADA;Y10-Y34;EVENTOS (FATOS) CUJA INTENÇÃO É INDETERMINADA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
S328;FRAT OUTR PART COLUNA LOMBOSSACRA PELVE E NE;S32;FRAT DA COLUNA LOMBAR E DA PELVE;S30-S39;TRAUMATISMOS DO ABDOMEN, DO DORSO, DA COLUNA LOMBAR E DA PELVE;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Q846;OUTR MALFORMACOES CONGEN DAS UNHAS;Q84;OUTR MALFORMACOES CONGEN DO TEGUMENTO;Q80-Q89;OUTRAS MALFORMAÇÕES CONGÊNITAS;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
E771;DEFEITOS NA DEGRADACAO DAS GLICOPROTEINAS;E77;DISTURBIOS DO METABOLISMO DE GLICOPROTEINAS;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
E768;OUTR DISTURBIOS METAB GLICOSAMINOGLICANO;E76;DISTURBIOS METABOLISMO DO GLICOSAMINOGLICANO;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
T475;DIGESTIVOS;T47;INTOX P/SUBST QUE ATUAM PRIM S/AP GASTROINT;T36-T50;INTOXICAÇÃO POR DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
A630;VERRUGAS ANOGENITAIS;A63;OUTR DOENC DE TRANSM PREDOM SEXUAL NCOP;A50-A64;INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
A281;DOENC P/ARRANHADURA DO GATO;A28;OUTR DOENC BACTER ZOONOTICAS NCOP;A20-A28;ALGUMAS DOENÇAS BACTERIANAS ZOONÓTICAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
Q770;ACONDROGENESIA;Q77;OSTEOCONDR C/ANOM CRESC OSSOS LONG COL VERT;Q65-Q79;MALFORMAÇÕES E DEFORMIDADES CONGÊNITAS DO SISTEMA OSTEOMUSCULAR;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
V705;CONDUTOR ACID TRANS;V70;OCUP ONIBUS TRAUM COLIS PEDESTRE ANIMAL;V70-V79;OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
A441;BARTONELOSE CUTANEA E CUTANEO-MUCOSA;A44;BARTONELOSE;A30-A49;OUTRAS DOENÇAS BACTERIANAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
D392;PLACENTA;D39;NEOPL COMP INCERTO/DESCONH ORG GENITAIS FEM;D37-D48;NEOPLASIAS [TUMORES] DE COMPORTAMENTO INCERTO OU DESCONHECIDO;2;NEOPLASIAS [TUMORES]
Q738;OUTR DEFEITOS P/REDUCAO DE MEMBROS NE;Q73;DEFEITOS P/REDUCAO DE MEMBRO NE;Q65-Q79;MALFORMAÇÕES E DEFORMIDADES CONGÊNITAS DO SISTEMA OSTEOMUSCULAR;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
S457;TRAUM MULT VASOS SANG NIVEL OMBRO BRACO;S45;TRAUM DOS VASOS SANGUINEOS NIVEL OMBRO BRACO;S40-S49;TRAUMATISMOS DO OMBRO E DO BRAÇO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
V761;PASSAGEIRO ACID N-TRANS;V76;OCUP ONIBUS TRAUM COLIS OUTR VEIC N-MOTOR;V70-V79;OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
B03;VARIOLA;B03;VARIOLA;B00-B09;INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
W845;AREAS DE COMERCIO E DE SERVICOS;W84;RISCOS NE A RESPIRACAO;W75-W84;OUTROS RISCOS ACIDENTAIS À RESPIRAÇÃO;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Z245;NECESS IMUNIZ SOMENTE CONTRA A RUBEOLA;Z24;NECESS IMUNIZ CONTRA ALG DOENC VIRAIS UNICAS;Z20-Z29;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM DOENÇAS TRANSMISSÍVEIS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
V104;CONDUTOR EM ACID TRANS;V10;CICLISTA TRAUM COLIS PEDESTRE ANIMAL;V10-V19;CICLISTA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
L852;CERATOSE PUNCTATA;L85;OUTR FORM DE ESPESSAMENTO EPIDERMICO;L80-L99;OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
C248;LESAO INVASIVA DAS VIAS BILIARES;C24;NEOPL MALIG OUTR PARTES E NE VIAS BILIARES;C15-C26;NEOPLASIAS [TUMORES] MALIGNAS(OS) DOS ÓRGÃOS DIGESTIVOS;2;NEOPLASIAS [TUMORES]
V75;OCUP ONIBUS TRAUM COLIS TREM VEIC FERROV;V75;OCUP ONIBUS TRAUM COLIS TREM VEIC FERROV;V70-V79;OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
S460;TRAUM DO TENDAO DO MANGUITO ROTADOR DO OMBRO;S46;TRAUM DE TENDAO E MUSCULO NIVEL OMBRO BRACO;S40-S49;TRAUMATISMOS DO OMBRO E DO BRAÇO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
I621;HEMORRAGIA EXTRADURAL NAO-TRAUM;I62;OUTR HEMORRAGIAS INTRACRANIANAS NAO-TRAUM;I60-I69;DOENÇAS CEREBROVASCULARES;9;DOENÇAS DO APARELHO CIRCULATÓRIO
B95;ESTR/ESTAFILOCOCO CAUSA DOENC CLASS OUTR CAP;B95;ESTR/ESTAFILOCOCO CAUSA DOENC CLASS OUTR CAP;B95-B97;AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
T439;DROGA PSICOTROPICA NE;T43;INTOX P/DROGAS PSICOTROPICAS NCOP;T36-T50;INTOXICAÇÃO POR DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Z892;AUSENCIA ADQUIR DE BRACO ACIMA DO PUNHO;Z89;AUSENCIA ADQUIR DE MEMBROS;Z80-Z99;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM HISTÓRIA FAMILIAR E PESSOAL E ALGUMAS AFECÇÕES QUE INFLUENCIAM O ESTADO DE SAÚDE;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
S851;TRAUM DA ARTERIA TIBIAL;S85;TRAUM DE VASOS SANGUINEOS DA PERNA;S80-S89;TRAUMATISMOS DO JOELHO E DA PERNA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
M175;OUTR GONARTROSES SECUND;M17;GONARTROSE;M15-M19;ARTROSES;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
X374;RUA E ESTRADA;X37;VITIMA DE TEMPESTADE CATACLISMICA;X30-X39;EXPOSIÇÃO ÀS FORÇAS DA NATUREZA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W111;HABITACAO COLETIVA;W11;QUEDA EM OU DE ESCADAS DE MAO;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
E708;OUTR DISTURBIOS METAB AMINOACIDOS AROMATICOS;E70;DISTURBIOS METABOLISM AMINOACIDOS AROMATICOS;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
M680;SINOVITE E TENOSSINOVITE DOENC BACTER COP;M68;TRANST DE SINOVIAS E DE TENDOES EM DOENC COP;M65-M68;TRANSTORNOS DAS SINÓVIAS E DOS TENDÕES;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
W376;AREAS INDUSTRIAIS E EM CONSTRUCAO;W37;EXPLOSAO RUPTURA PNEUMAT TUBULAC MANG PRESS;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O720;HEMORRAGIA DO TERCEIRO ESTAGIO;O72;HEMORRAGIA POS-PARTO;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
N320;OBSTRUCAO DO COLO DA BEXIGA;N32;OUTR TRANST DA BEXIGA;N30-N39;OUTRAS DOENÇAS DO APARELHO URINÁRIO;14;DOENÇAS DO APARELHO GENITURINÁRIO
X603;AREA P/A PRATICA DE ESPORTES E ATLETISMO;X60;AUTO-INT INT ANALG ANTIPIR ANTI-REUM N-OPIAC;X60-X84;LESÕES AUTOPROVOCADAS INTENCIONALMENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
P200;HIPOXIA INTRA-UTER DIAGN ANT INIC TRAB PARTO;P20;HIPOXIA INTRA-UTERINA;P20-P29;TRANSTORNOS RESPIRATÓRIOS E CARDIOVASCULARES ESPECÍFICOS DO PERÍODO PERINATAL;16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
